pin14,street_number,street_name,dir,type,sq_ft,ward,community_area,zoning_classification
20173050220000,5941,ADA,S,ST,3119,16,WEST ENGLEWOOD,RS-3
20173310280000,6236,ELIZABETH,S,ST,3364,16,WEST ENGLEWOOD,RS-3
20163230170000,6210,STEWART,S,AVE,2028,20,ENGLEWOOD,RS-3
20084040190000,913,51ST,W,ST,3123,20,NEW CITY,RT-4
20192200350000,6548,HERMITAGE,S,AVE,3712,15,WEST ENGLEWOOD,RS-3
20203050160000,6731,ADA,S,ST,3136,17,WEST ENGLEWOOD,RS-3
20173280350000,6250,LOOMIS,S,BLVD,3099,16,WEST ENGLEWOOD,RS-3
20292120300000,7208,SANGAMON,S,ST,3107,17,ENGLEWOOD,RS-3
20213150040000,6905,UNION,S,AVE,3150,6,ENGLEWOOD,RS-3
20174110170000,6043,CARPENTER,S,ST,3136,16,ENGLEWOOD,RS-3
20194090480000,6930,WOLCOTT,S,AVE,4352,17,WEST ENGLEWOOD,RS-3
20204080100000,6823,RACINE,S,AVE,3127,17,ENGLEWOOD,RS-3
20182200380000,5744,HERMITAGE,S,AVE,3123,15,WEST ENGLEWOOD,RS-3
20163070320000,6016,UNION,S,AVE,6065,16,ENGLEWOOD,RS-3
20202270260000,6624,MORGAN,S,ST,3147,17,ENGLEWOOD,RS-3
20192050110000,6321,HERMITAGE,S,AVE,3076,15,WEST ENGLEWOOD,RS-3
20093080310000,5230,EMERALD,S,AVE,2979,3,NEW CITY,RS-3
20211220070000,431,65TH,W,PL,6756,20,ENGLEWOOD,RT-4
20204170290000,6918,ABERDEEN,S,ST,3119,17,ENGLEWOOD,RS-3
20231010170000,852,64TH,E,ST,3132,20,WOODLAWN,RM-5
20103100360000,5320,INDIANA,S,AVE,4032,3,WASHINGTON PARK,RM-5
20093090200000,5249,EMERALD,S,AVE,3090,3,NEW CITY,RS-3
20191120150000,6441,HAMILTON,S,AVE,3145,15,WEST ENGLEWOOD,RS-3
20162000180000,344,56TH,W,PL,3562,3,ENGLEWOOD,RS-3
20103050470000,5246,CALUMET,S,AVE,7563,3,WASHINGTON PARK,RM-5
20223140020000,6907,MICHIGAN,S,AVE,7980,6,GREATER GRAND CROSSING,RS-3
20101210050000,209,50TH,E,ST,2220,3,GRAND BOULEVARD,RM-5
20194100080000,6819,WOLCOTT,S,AVE,3114,17,WEST ENGLEWOOD,RS-3
20162210010000,5735,LAFAYETTE,S,AVE,2615,20,WASHINGTON PARK,RS-3
20213140050000,6856,EMERALD,S,AVE,6256,6,ENGLEWOOD,RS-3
20302140140000,7237,PAULINA,S,ST,3119,17,WEST ENGLEWOOD,RS-2
20201110110000,6425,BISHOP,S,ST,3099,17,WEST ENGLEWOOD,RS-3
20184290150000,6239,HERMITAGE,S,AVE,3105,15,WEST ENGLEWOOD,RS-3
20143170170000,6212,UNIVERSITY,S,AVE,4527,20,WOODLAWN,RM-5
20161160350000,425,57TH,W,ST,2774,3,ENGLEWOOD,RS-3
20153150590000,6224,PRAIRIE,S,AVE,20147,20,WASHINGTON PARK,RM-5
20154120010000,601,61ST,E,ST,6983,20,WOODLAWN,"B2-1,RM-5"
20184030410000,5948,WOOD,S,ST,2984,15,WEST ENGLEWOOD,RS-3
20103100400000,5334,INDIANA,S,AVE,4032,3,WASHINGTON PARK,RM-5
20084020410000,5148,CARPENTER,S,ST,3117,16,NEW CITY,RS-3
20151120140000,5659,CALUMET,S,AVE,6595,20,WASHINGTON PARK,RM-5
20194300380000,1650,71ST,W,ST,3128,17,WEST ENGLEWOOD,RS-3
20163150400000,601,61ST,W,ST,9178,16,ENGLEWOOD,RS-3
20162000060000,5525,STEWART,S,AVE,2928,3,ENGLEWOOD,RS-3
20204110200000,6851,CARPENTER,S,ST,3123,17,ENGLEWOOD,RS-3
20203130200000,6802,THROOP,S,ST,3091,17,WEST ENGLEWOOD,RS-3
20084110180000,5235,CARPENTER,S,ST,3161,16,NEW CITY,RS-3
20172290270000,5842,PEORIA,S,ST,3104,16,ENGLEWOOD,RS-3
20231010030000,6301,MARYLAND,S,AVE,9816,20,WOODLAWN,RM-5
20202050310000,6356,PEORIA,S,ST,7029,16,ENGLEWOOD,RT-4
20171240230000,5814,JUSTINE,S,ST,3106,15,WEST ENGLEWOOD,RS-3
20161020020000,657,GARFIELD,W,BLVD,1618,3,ENGLEWOOD,RT-4
20192030320000,6336,WOOD,S,ST,3065,15,WEST ENGLEWOOD,RS-3
20163020250000,612,60TH,W,ST,3277,20,ENGLEWOOD,RS-3
20184270230000,6212,WOOD,S,ST,2980,15,WEST ENGLEWOOD,RS-3
20174090290000,6026,ABERDEEN,S,ST,4470,16,ENGLEWOOD,RS-3
20173080420000,1536,61ST,W,ST,2846,15,WEST ENGLEWOOD,RS-3
20084280360000,820,54TH,W,PL,2828,20,NEW CITY,RS-3
20103050100000,5151,PRAIRIE,S,AVE,1754,3,WASHINGTON PARK,RM-5
20291290310000,1272,74TH,W,ST,3117,17,WEST ENGLEWOOD,RS-2
20081220070000,4949,LOOMIS,S,BLVD,2743,16,NEW CITY,RT-4
20213020260000,6714,LOWE,S,AVE,5001,6,ENGLEWOOD,RT-4
20213080270000,6848,LOWE,S,AVE,4001,6,ENGLEWOOD,RT-4
20162180310000,5744,LA SALLE,S,ST,2125,20,ENGLEWOOD,RS-3
20173040230000,5947,LOOMIS,S,BLVD,3133,16,WEST ENGLEWOOD,RS-3
20084200270000,830,53RD,W,PL,2940,20,NEW CITY,RS-3
20093240080000,747,54TH,W,ST,3120,3,NEW CITY,RS-3
20083100100000,5225,LAFLIN,S,ST,3118,16,NEW CITY,RS-3
20202030200000,6347,CARPENTER,S,ST,3158,16,ENGLEWOOD,RS-3
20194060270000,6710,MARSHFIELD,S,AVE,4192,15,WEST ENGLEWOOD,RS-3
20201100380000,6436,BISHOP,S,ST,3108,17,WEST ENGLEWOOD,RS-3
20164150440000,320,61ST,W,PL,15175,20,ENGLEWOOD,RS-3
20211140170000,6449,EGGLESTON,S,AVE,7637,20,ENGLEWOOD,RT-4
20224140260000,6932,VERNON,S,AVE,6183,6,GREATER GRAND CROSSING,RS-3
20083150220000,5343,BISHOP,S,ST,3061,16,NEW CITY,RS-3
20184310090000,6225,MARSHFIELD,S,AVE,3021,16,WEST ENGLEWOOD,RS-3
20204100230000,6800,CARPENTER,S,ST,3117,17,ENGLEWOOD,RS-3
20282000190000,7158,HARVARD,S,AVE,5921,6,GREATER GRAND CROSSING,RT-4
20164020090000,327,59TH,W,PL,3917,20,ENGLEWOOD,RS-3
20153150160000,6217,INDIANA,S,AVE,15881,20,WASHINGTON PARK,RM-5
20162090130000,332,58TH,W,ST,3415,20,ENGLEWOOD,RS-3
20211120060000,6415,PARNELL,S,AVE,2501,20,ENGLEWOOD,RT-4
20093180210000,5349,UNION,S,AVE,3130,3,NEW CITY,RS-3
20164090200000,338,61ST,W,ST,4639,20,ENGLEWOOD,RS-3
20202200340000,6521,SANGAMON,S,ST,3118,17,ENGLEWOOD,RS-3
20094080040000,319,52ND,W,ST,2975,3,FULLER PARK,RS-3
20162190020000,5741,LA SALLE,S,ST,3041,20,ENGLEWOOD,RS-3
20074080500000,5259,DAMEN,S,AVE,4809,16,NEW CITY,RS-3
20093180190000,5345,UNION,S,AVE,3130,3,NEW CITY,RS-3
20074090460000,5254,WOLCOTT,S,AVE,2998,16,NEW CITY,RS-3
20082140150000,5039,RACINE,S,AVE,3068,16,NEW CITY,RS-3
20172120240000,5612,SANGAMON,S,ST,3138,16,ENGLEWOOD,RS-3
20192060380000,6344,MARSHFIELD,S,AVE,3081,15,WEST ENGLEWOOD,RS-3
20162060730000,5620,LAFAYETTE,S,AVE,2457,3,WASHINGTON PARK,RS-3
20184250040000,6211,WINCHESTER,S,AVE,3732,15,WEST ENGLEWOOD,RS-3
20201130230000,6500,LAFLIN,S,ST,3008,17,WEST ENGLEWOOD,RS-3
20213140140000,6939,EMERALD,S,AVE,3120,6,ENGLEWOOD,RS-3
20161010370000,5651,EMERALD,S,AVE,3129,20,ENGLEWOOD,RS-3
20213100310000,6830,NORMAL,S,BLVD,7239,6,ENGLEWOOD,RT-4
20162180380000,5762,LA SALLE,S,ST,4220,20,ENGLEWOOD,RS-3
20093090260000,5202,UNION,S,AVE,3014,3,NEW CITY,RS-3
20074020270000,5157,WOLCOTT,S,AVE,3762,16,NEW CITY,RS-3
20191120310000,6420,HOYNE,S,AVE,3148,15,WEST ENGLEWOOD,RS-3
20091120210000,723,50TH,W,ST,2223,3,NEW CITY,RS-3
20222280270000,6614,CHAMPLAIN,S,AVE,3024,20,WOODLAWN,RT-4
20151070410000,5634,WABASH,S,AVE,4030,20,WASHINGTON PARK,RT-4
20084270350000,910,54TH,W,PL,4202,20,NEW CITY,RS-3
20153010020000,5911,WABASH,S,AVE,4578,20,WASHINGTON PARK,RT-4
20171250060000,5815,JUSTINE,S,ST,3074,15,WEST ENGLEWOOD,RS-3
20082120340000,906,50TH,W,ST,3144,20,NEW CITY,RS-3
20172050010000,925,GARFIELD,W,BLVD,4395,16,ENGLEWOOD,RT-4
20172260310000,5842,CARPENTER,S,ST,2981,16,ENGLEWOOD,RS-3
20162210280000,18,59TH,W,ST,4097,20,WASHINGTON PARK,RS-3
20232260190000,1521,66TH,E,PL,5107,5,WOODLAWN,RM-5
20232200170000,1414,MARQUETTE,E,RD,5052,20,WOODLAWN,RM-5
20103100060000,5323,MICHIGAN,S,AVE,4023,3,WASHINGTON PARK,RM-5
20151140050000,5724,MICHIGAN,S,AVE,4061,20,WASHINGTON PARK,RT-4
20161000590000,5624,EMERALD,S,AVE,3036,20,ENGLEWOOD,RS-3
20204040460000,6757,MORGAN,S,ST,3153,17,ENGLEWOOD,RS-3
20161140210000,5751,UNION,S,AVE,3146,3,ENGLEWOOD,RS-3
20154140100000,6133,LANGLEY,S,AVE,3063,20,WOODLAWN,RM-5
20232110400000,6532,KIMBARK,S,AVE,8233,20,WOODLAWN,RS-2
20281070230000,7100,STEWART,S,AVE,12383,6,ENGLEWOOD,RT-4
20211270350000,529,66TH,W,PL,1322,6,ENGLEWOOD,RT-4
20184300210000,6224,MARSHFIELD,S,AVE,3116,15,WEST ENGLEWOOD,RS-3
20083080200000,5204,JUSTINE,S,ST,3026,16,NEW CITY,RS-3
20202280220000,6610,SANGAMON,S,ST,4672,17,ENGLEWOOD,RS-3
20292190450000,7324,MORGAN,S,ST,3103,17,ENGLEWOOD,RS-3
20161010400000,5659,EMERALD,S,AVE,6150,20,ENGLEWOOD,RS-3
20101220130000,5020,CALUMET,S,AVE,10318,3,GRAND BOULEVARD,RM-5
20074090180000,5243,WINCHESTER,S,AVE,3122,16,NEW CITY,RS-3
20172090420000,5648,ABERDEEN,S,ST,3108,16,ENGLEWOOD,RS-3
20161070440000,402,TREMONT,W,ST,3060,3,ENGLEWOOD,RS-3
20211290240000,411,66TH,W,ST,5305,6,ENGLEWOOD,RT-4
20194060250000,6757,PAULINA,S,ST,3078,15,WEST ENGLEWOOD,RS-3
20161060060000,535,56TH,W,ST,3499,3,ENGLEWOOD,RS-3
20103050200000,5118,CALUMET,S,AVE,9801,3,WASHINGTON PARK,RM-5
20103010480000,5168,MICHIGAN,S,AVE,9817,3,WASHINGTON PARK,RM-5
20231110070000,6447,MINERVA,S,AVE,4961,20,WOODLAWN,RT-4
20093090080000,5219,EMERALD,S,AVE,3093,3,NEW CITY,RS-3
20151000140000,5520,WABASH,S,AVE,16103,20,WASHINGTON PARK,RT-4
20182170240000,5710,WOLCOTT,S,AVE,3720,15,WEST ENGLEWOOD,RS-3
20214160380000,6911,PERRY,S,AVE,6124,6,GREATER GRAND CROSSING,RS-3
20084070280000,828,52ND,W,ST,3036,3,NEW CITY,RS-3
20174060320000,5922,GREEN,S,ST,3117,16,ENGLEWOOD,RS-3
20203150100000,6827,ELIZABETH,S,ST,3100,17,WEST ENGLEWOOD,RS-3
20074060160000,5139,PAULINA,S,ST,3141,16,NEW CITY,RS-3
20202020370000,6354,CARPENTER,S,ST,3121,16,ENGLEWOOD,RS-3
20163000480000,716,60TH,W,ST,1922,20,ENGLEWOOD,RS-3
20094160800000,5409,SHIELDS,S,AVE,2272,3,FULLER PARK,RS-3
20083110080000,5215,BISHOP,S,ST,3112,16,NEW CITY,RS-3
20081300280000,5024,ELIZABETH,S,ST,3086,16,NEW CITY,RS-3
20081280300000,5022,ADA,S,ST,3108,16,NEW CITY,RS-3
20224160190000,6976,ST LAWRENCE,S,AVE,7016,6,GREATER GRAND CROSSING,RS-3
20174010450000,5952,ABERDEEN,S,ST,3105,16,ENGLEWOOD,RS-3
20222250440000,456,MARQUETTE,E,RD,4827,20,WOODLAWN,RT-4
20162200140000,5767,PERRY,S,AVE,2695,20,WASHINGTON PARK,RS-3
20163060140000,5939,EGGLESTON,S,AVE,3670,20,ENGLEWOOD,RS-3
20151100110000,5653,INDIANA,S,AVE,4050,20,WASHINGTON PARK,RM-5
20084140440000,5229,GREEN,S,ST,3697,3,NEW CITY,RS-3
20084070060000,841,51ST,W,PL,3118,3,NEW CITY,RS-3
20143080370000,6158,INGLESIDE,S,AVE,4632,20,WOODLAWN,RM-5
20184290140000,6237,HERMITAGE,S,AVE,3105,15,WEST ENGLEWOOD,RS-3
20153040200000,314,60TH,E,ST,4401,20,WASHINGTON PARK,RM-5
20174040140000,5929,MORGAN,S,ST,3098,16,ENGLEWOOD,RS-3
20084090290000,5214,ABERDEEN,S,ST,2986,16,NEW CITY,RS-3
20162070300000,5623,LAFAYETTE,S,AVE,2401,3,WASHINGTON PARK,RS-3
20171090410000,5650,LAFLIN,S,ST,3084,16,WEST ENGLEWOOD,RS-3
20204020140000,6735,ABERDEEN,S,ST,3117,17,ENGLEWOOD,RS-3
20163210340000,667,62ND,W,ST,2561,16,ENGLEWOOD,RS-3
20162200260000,5829,PERRY,S,AVE,2243,20,WASHINGTON PARK,RS-3
20172260270000,5832,CARPENTER,S,ST,3118,16,ENGLEWOOD,RS-3
20281100280000,7226,LOWE,S,AVE,3864,17,ENGLEWOOD,RT-4
20213170050000,6910,PARNELL,S,AVE,6253,6,ENGLEWOOD,RT-4
20184270130000,6233,HONORE,S,ST,2981,15,WEST ENGLEWOOD,RS-3
20171090430000,5654,LAFLIN,S,ST,5796,16,WEST ENGLEWOOD,RS-3
20211130040000,6411,NORMAL,S,BLVD,3157,20,ENGLEWOOD,RT-4
20204010060000,6713,MAY,S,ST,3107,17,ENGLEWOOD,RS-3
20201130170000,6543,JUSTINE,S,ST,3086,17,WEST ENGLEWOOD,RS-3
20151230090000,5855,PRAIRIE,S,AVE,9499,20,WASHINGTON PARK,RM-5
20213070250000,6828,UNION,S,AVE,6111,6,ENGLEWOOD,RT-4
20153040250000,5915,CALUMET,S,AVE,5092,20,WASHINGTON PARK,RM-5
20174180130000,6121,ABERDEEN,S,ST,4974,16,ENGLEWOOD,RS-3
20174170220000,6149,MAY,S,ST,7463,16,ENGLEWOOD,RS-3
20153090290000,6020,INDIANA,S,AVE,10964,20,WASHINGTON PARK,RM-5
20074100260000,5210,HONORE,S,ST,3116,16,NEW CITY,RS-3
20202140010000,6401,PEORIA,S,ST,6012,16,ENGLEWOOD,RT-4
20184260330000,6240,HONORE,S,ST,3104,15,WEST ENGLEWOOD,RS-3
20282180070000,7325,PRINCETON,S,AVE,6213,17,GREATER GRAND CROSSING,RT-4
20173140050000,6011,THROOP,S,ST,3115,16,WEST ENGLEWOOD,RS-3
20224020040000,6715,RHODES,S,AVE,3101,20,WOODLAWN,RS-3
20174000300000,5916,MAY,S,ST,3121,16,ENGLEWOOD,RS-3
20181120170000,5600,DAMEN,S,AVE,3043,15,WEST ENGLEWOOD,RS-3
20201020380000,6342,BISHOP,S,ST,3115,16,WEST ENGLEWOOD,RS-3
20213020320000,6742,LOWE,S,AVE,7997,6,ENGLEWOOD,RT-4
20084200260000,834,53RD,W,PL,2942,20,NEW CITY,RS-3
20202130150000,6447,SANGAMON,S,ST,3890,16,ENGLEWOOD,RT-4
20083130340000,5326,LAFLIN,S,ST,3113,16,NEW CITY,RS-3
20093240150000,731,54TH,W,ST,3120,3,NEW CITY,RS-3
20211130080000,6421,NORMAL,S,BLVD,3162,20,ENGLEWOOD,RT-4
20204130330000,6824,PEORIA,S,ST,3132,17,ENGLEWOOD,RS-3
20074150160000,5241,MARSHFIELD,S,AVE,3126,16,NEW CITY,RS-3
20211250090000,649,66TH,W,ST,3670,6,ENGLEWOOD,RT-4
20101230050000,5015,CALUMET,S,AVE,3098,3,GRAND BOULEVARD,RM-5
20192200150000,6545,WOOD,S,ST,3719,15,WEST ENGLEWOOD,RS-3
20292060260000,7114,GREEN,S,ST,3119,17,ENGLEWOOD,RS-3
20213080290000,6850,LOWE,S,AVE,6383,6,ENGLEWOOD,"RT-4,B3-2"
20083110100000,5221,BISHOP,S,ST,3112,16,NEW CITY,RS-3
20084110090000,5217,CARPENTER,S,ST,3156,16,NEW CITY,RS-3
20182280110000,5806,HERMITAGE,S,AVE,3106,15,WEST ENGLEWOOD,RS-3
20084050240000,842,51ST,W,PL,3123,3,NEW CITY,RS-3
20083190090000,5421,BISHOP,S,ST,3123,16,NEW CITY,RS-3
20204260210000,1033,70TH,W,ST,5990,17,ENGLEWOOD,RS-3
20161060130000,515,56TH,W,ST,5248,3,ENGLEWOOD,RS-3
20154080220000,6142,VERNON,S,AVE,5105,20,WOODLAWN,RM-5
20282260150000,7400,WENTWORTH,S,AVE,1217,17,GREATER GRAND CROSSING,RS-3
20074250020000,5403,WINCHESTER,S,AVE,3121,16,NEW CITY,RS-3
20172210250000,5716,PEORIA,S,ST,4141,16,ENGLEWOOD,RS-3
20201020150000,6331,LAFLIN,S,ST,3098,16,WEST ENGLEWOOD,RS-3
20213270040000,7013,NORMAL,S,BLVD,3170,6,ENGLEWOOD,RT-4
20272140140000,7235,LANGLEY,S,AVE,3114,6,GREATER GRAND CROSSING,RS-3
20181120190000,5604,DAMEN,S,AVE,3004,15,WEST ENGLEWOOD,RS-3
20222110210000,6457,RHODES,S,AVE,2978,20,WOODLAWN,RT-4
20171190300000,5712,LOOMIS,S,BLVD,3121,16,WEST ENGLEWOOD,RS-3
20084140570000,840,53RD,W,ST,3180,3,NEW CITY,RS-3
20164150090000,6123,STEWART,S,AVE,1537,20,ENGLEWOOD,RS-3
20184280250000,6228,HERMITAGE,S,AVE,3100,15,WEST ENGLEWOOD,RS-3
20084020370000,5138,CARPENTER,S,ST,3117,16,NEW CITY,RS-3
20164150080000,6121,STEWART,S,AVE,1568,20,ENGLEWOOD,RS-3
20213220070000,7017,EMERALD,S,AVE,1559,6,ENGLEWOOD,RS-3
20082160050000,5011,ABERDEEN,S,ST,3117,16,NEW CITY,RS-3
20191050090000,2101,63RD,W,ST,3436,15,WEST ENGLEWOOD,RT-4A
20184260460000,6216,HONORE,S,ST,3209,15,WEST ENGLEWOOD,RS-3
20222280260000,6612,CHAMPLAIN,S,AVE,3024,20,WOODLAWN,RT-4
20201130240000,6502,LAFLIN,S,ST,3096,17,WEST ENGLEWOOD,RS-3
20082160100000,5025,ABERDEEN,S,ST,3117,16,NEW CITY,RS-3
20094220890000,5419,FEDERAL,S,ST,31411,3,WASHINGTON PARK,RS-3
20172270130000,5839,CARPENTER,S,ST,3129,16,ENGLEWOOD,RS-3
20093180270000,5306,LOWE,S,AVE,3117,3,NEW CITY,RS-3
20174140310000,6024,GREEN,S,ST,3101,16,ENGLEWOOD,RT-4
20173290010000,6201,LOOMIS,S,BLVD,2924,16,WEST ENGLEWOOD,RS-3
20184200430000,6148,HERMITAGE,S,AVE,3102,15,WEST ENGLEWOOD,RS-3
20192040160000,6339,WOOD,S,ST,3093,15,WEST ENGLEWOOD,RS-3
20151240290000,5842,DR MARTIN LUTHER KING JR,S,DR,5500,20,WASHINGTON PARK,RM-5
20151000180000,5538,WABASH,S,AVE,4026,20,WASHINGTON PARK,RT-4
20173120430000,1338,61ST,W,ST,2713,16,WEST ENGLEWOOD,RS-3
20204130230000,914,69TH,W,ST,1956,17,ENGLEWOOD,RS-3
20083040340000,5140,ADA,S,ST,3122,16,NEW CITY,RT-4
20084020400000,5146,CARPENTER,S,ST,3117,16,NEW CITY,RS-3
20084120170000,5241,MORGAN,S,ST,3005,20,NEW CITY,RS-3
20084050120000,831,51ST,W,ST,3140,3,NEW CITY,RS-3
20191290250000,6608,DAMEN,S,AVE,3130,15,WEST ENGLEWOOD,RS-3
20184250290000,6228,WOLCOTT,S,AVE,2985,15,WEST ENGLEWOOD,RS-3
20074150030000,5209,MARSHFIELD,S,AVE,3126,16,NEW CITY,RS-3
20163210540000,615,62ND,W,ST,5979,16,ENGLEWOOD,RS-3
20103050430000,5234,CALUMET,S,AVE,4991,3,WASHINGTON PARK,RM-5
20084030120000,5117,CARPENTER,S,ST,3127,16,NEW CITY,RS-3
20074170420000,5342,WOLCOTT,S,AVE,3122,16,NEW CITY,RS-3
20174050410000,5946,PEORIA,S,ST,3162,16,ENGLEWOOD,RS-3
20194000320000,6724,WINCHESTER,S,AVE,3098,15,WEST ENGLEWOOD,RS-3
20151000170000,5536,WABASH,S,AVE,4027,20,WASHINGTON PARK,RT-4
20231030240000,859,64TH,E,PL,5339,20,WOODLAWN,RT-4
20162200110000,5759,PERRY,S,AVE,2482,20,WASHINGTON PARK,RS-3
20074040460000,5158,HERMITAGE,S,AVE,4035,16,NEW CITY,RS-3
20184040420000,5948,HERMITAGE,S,AVE,3108,15,WEST ENGLEWOOD,RS-3
20094160060000,5319,SHIELDS,S,AVE,4146,3,FULLER PARK,RS-3
20204260380000,7048,CARPENTER,S,ST,3120,17,ENGLEWOOD,RS-3
20161090150000,421,TREMONT,W,ST,3082,3,ENGLEWOOD,RS-3
20232040080000,6413,BLACKSTONE,S,AVE,7435,20,WOODLAWN,RM-5
20171090140000,5637,JUSTINE,S,ST,3076,16,WEST ENGLEWOOD,RS-3
20174160290000,6124,MAY,S,ST,3120,16,ENGLEWOOD,RS-3
20222020280000,6330,RHODES,S,AVE,3054,20,WOODLAWN,RT-4
20204020310000,6716,CARPENTER,S,ST,3115,17,ENGLEWOOD,RS-3
20215000520000,6435,EGGLESTON,S,AVE,7150,20,ENGLEWOOD,RT-4
20163000390000,740,60TH,W,ST,3802,16,ENGLEWOOD,"B3-2, RS-3"
20151140070000,5715,WABASH,S,AVE,4061,20,WASHINGTON PARK,RT-4
20101230030000,5009,CALUMET,S,AVE,3039,3,GRAND BOULEVARD,RM-5
20093170170000,5341,EMERALD,S,AVE,3152,3,NEW CITY,RS-3
20184250250000,6220,WOLCOTT,S,AVE,2987,15,WEST ENGLEWOOD,RS-3
20204190080000,1009,69TH,W,ST,2618,17,ENGLEWOOD,RS-3
20203220270000,6922,ELIZABETH,S,ST,4137,17,WEST ENGLEWOOD,RS-3
20232130390000,6442,DORCHESTER,S,AVE,2710,20,WOODLAWN,RS-2
20174180220000,6147,ABERDEEN,S,ST,3166,16,ENGLEWOOD,RS-3
20281080220000,7202,EMERALD,S,AVE,7600,17,ENGLEWOOD,RS-3
20161040100000,519,GARFIELD,W,BLVD,5295,3,ENGLEWOOD,RT-4
20221040320000,6642,WABASH,S,AVE,4644,20,GREATER GRAND CROSSING,RS-3
20172120170000,5645,MORGAN,S,ST,3450,16,ENGLEWOOD,RS-3
20163110180000,526,60TH,W,PL,6638,20,ENGLEWOOD,RS-3
20162190030000,5743,LA SALLE,S,ST,3042,20,ENGLEWOOD,RS-3
20281100180000,7251,UNION,S,AVE,3866,17,ENGLEWOOD,RS-3
20292150080000,7221,GREEN,S,ST,3000,17,ENGLEWOOD,RS-3
20202100180000,6453,ABERDEEN,S,ST,3111,16,ENGLEWOOD,RS-3
20194300200000,7002,MARSHFIELD,S,AVE,3118,17,WEST ENGLEWOOD,RS-3
20151210090000,5830,WABASH,S,AVE,4010,20,WASHINGTON PARK,RM-5
20213100160000,6810,PARNELL,S,AVE,3808,6,ENGLEWOOD,RT-4
20204160330000,6952,MAY,S,ST,2991,17,ENGLEWOOD,RS-3
20073050100000,5158,HOYNE,S,AVE,2613,16,NEW CITY,RS-3
20204020090000,6723,ABERDEEN,S,ST,3117,17,ENGLEWOOD,RS-3
20084070050000,843,51ST,W,PL,3078,3,NEW CITY,RS-3
20202140090000,6427,PEORIA,S,ST,3113,16,ENGLEWOOD,RT-4
20172160170000,5746,MAY,S,ST,3745,16,ENGLEWOOD,RS-3
20201150360000,6530,LOOMIS,S,BLVD,3102,17,WEST ENGLEWOOD,RT-4
20162190140000,5801,LA SALLE,S,ST,3021,20,ENGLEWOOD,RS-3
20212050360000,6442,YALE,S,AVE,2227,20,ENGLEWOOD,RT-4
20171220450000,5752,ELIZABETH,S,ST,3117,16,WEST ENGLEWOOD,RS-3
20202180070000,6515,ABERDEEN,S,ST,3117,17,ENGLEWOOD,RS-3
20092180190000,5045,SHIELDS,S,AVE,2950,3,FULLER PARK,RS-3
20163160310000,502,61ST,W,PL,5992,20,ENGLEWOOD,RS-3
20093290340000,628,GARFIELD,W,BLVD,3092,3,NEW CITY,RS-3
20211190280000,6518,NORMAL,S,BLVD,5044,20,ENGLEWOOD,RT-4
20151240160000,5800,DR MARTIN LUTHER KING JR,S,DR,13046,20,WASHINGTON PARK,RM-5
20083030340000,5130,LOOMIS,S,BLVD,3113,16,NEW CITY,RT-4
20184250320000,6242,WOLCOTT,S,AVE,6223,15,WEST ENGLEWOOD,RS-3
20094220640000,5400,DEARBORN,S,ST,2422,3,WASHINGTON PARK,RS-3
20074000350000,5144,WINCHESTER,S,AVE,2902,16,NEW CITY,RS-3
20202110230000,6500,MAY,S,ST,2716,16,ENGLEWOOD,RS-3
20083190210000,5408,LOOMIS,S,BLVD,3125,16,NEW CITY,RT-4
20084260310000,1020,GARFIELD,W,BLVD,7874,16,NEW CITY,RS-3
20204000070000,6713,RACINE,S,AVE,2991,17,ENGLEWOOD,RS-3
20093290410000,610,GARFIELD,W,BLVD,3090,3,NEW CITY,RS-3
20214210150000,7030,YALE,S,AVE,3239,6,GREATER GRAND CROSSING,RT-4
20172170120000,5723,MAY,S,ST,3109,16,ENGLEWOOD,RS-3
20082190120000,831,50TH,W,ST,3144,3,NEW CITY,RS-3
20153110070000,6033,CALUMET,S,AVE,5062,20,WASHINGTON PARK,RM-5
20281100010000,7201,UNION,S,AVE,7572,17,ENGLEWOOD,RS-3
20074250320000,5432,WOLCOTT,S,AVE,3121,16,NEW CITY,RS-3
20163150290000,643,61ST,W,ST,3986,16,ENGLEWOOD,RS-3
20231010120000,851,63RD,E,PL,3554,20,WOODLAWN,RM-5
20174140040000,6009,PEORIA,S,ST,3101,16,ENGLEWOOD,RS-3
20084200240000,838,53RD,W,PL,2942,20,NEW CITY,RS-3
20232240020000,1353,MARQUETTE,E,RD,2661,5,WOODLAWN,"B3-3, RM-5"
20231140220000,6555,DREXEL,S,AVE,6146,20,WOODLAWN,RT-4
20232110150000,6525,WOODLAWN,S,AVE,3377,20,WOODLAWN,RS-2
20074150100000,5227,MARSHFIELD,S,AVE,3126,16,NEW CITY,RS-3
20203090130000,6831,JUSTINE,S,ST,3127,17,WEST ENGLEWOOD,RS-3
20223000270000,6736,WABASH,S,AVE,8223,20,GREATER GRAND CROSSING,RS-3
20084160190000,5349,MAY,S,ST,3104,16,NEW CITY,RS-3
20192030270000,6324,WOOD,S,ST,3064,15,WEST ENGLEWOOD,RS-3
20192100200000,6459,WOLCOTT,S,AVE,3406,15,WEST ENGLEWOOD,RS-3
20161070060000,445,56TH,W,ST,3455,3,ENGLEWOOD,RS-3
20213170190000,6858,PARNELL,S,AVE,3676,6,ENGLEWOOD,RT-4
20084220210000,819,53RD,W,PL,3028,20,NEW CITY,RS-3
20083040280000,5124,ADA,S,ST,3122,16,NEW CITY,RT-4
